Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to waste time and money trying to complete assignments.,17,1.73,1,1,M,Sulitnya mencari dan mengakses materi pelajaran menyebabkan saya membuang-buang waktu dan uang untuk menyelesaikan tugas.
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the academic support I need.,20,3.56,1,1,F,Terbatasnya akses terhadap penasihat akademis membuat saya merasa tidak menerima dukungan akademis yang saya perlukan.
Academic Support and Resources,Limited course availability is causing me to feel like I'm not able to fully engage with my academic studies.,25,1.31,1,1,M,Terbatasnya ketersediaan kursus menyebabkan saya merasa tidak dapat sepenuhnya terlibat dengan studi akademis saya.
Academic Support and Resources,"As a student in a remote area, I'm struggling to access the required course materials due to limited availability online.",16,03.01,1,1,F,"Sebagai siswa di daerah terpencil, saya kesulitan mengakses materi pelajaran yang diperlukan karena terbatasnya ketersediaan online."
Academic Support and Resources,It's frustrating when you can't access research databases and materials you need for your assignments because they're only available in the library and you can't visit it.,16,3.8,1,1,F,Sungguh membuat frustrasi ketika Anda tidak dapat mengakses database penelitian dan materi yang Anda perlukan untuk tugas Anda karena hanya tersedia di perpustakaan dan Anda tidak dapat mengunjunginya.
Academic Support and Resources,The limited access to technology and software is hindering my ability to complete my coursework to the best of my ability.,27,0.15,1,1,F,Keterbatasan akses terhadap teknologi dan perangkat lunak menghambat kemampuan saya untuk menyelesaikan tugas dengan kemampuan terbaik saya.
Academic Support and Resources,I am paying a significant amount for tuition and it's disappointing that I can't access all the resources I need for my studies.,16,0.86,1,1,M,Saya membayar sejumlah besar uang sekolah dan mengecewakan karena saya tidak dapat mengakses semua sumber daya yang saya perlukan untuk studi saya.
Academic Support and Resources,The limited course availability makes it difficult for me to plan my academic schedule and complete my degree in a timely manner.,27,2.8,1,1,M,Terbatasnya ketersediaan kursus membuat saya sulit merencanakan jadwal akademik dan menyelesaikan gelar saya tepat waktu.
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and answer my questions.,20,0.99,1,1,F,Saya berharap ada lebih banyak penasihat akademis yang tersedia untuk membimbing saya melalui program gelar saya dan menjawab pertanyaan-pertanyaan saya.
Academic Support and Resources,Limited access to academic resources has made it difficult for me to achieve the grades I am capable of.,17,0.44,1,1,F,Terbatasnya akses terhadap sumber daya akademik membuat saya sulit mencapai nilai yang saya mampu.
Academic Support and Resources,I am struggling to find and access course materials needed for my classes due to limited availability in the library and online.,27,3.64,1,1,M,Saya kesulitan menemukan dan mengakses materi pelajaran yang dibutuhkan untuk kelas saya karena terbatasnya ketersediaan di perpustakaan dan online.
Academic Support and Resources,The lack of access to research databases and materials is hindering my ability to conduct thorough research for my papers.,23,3.23,1,1,F,Kurangnya akses terhadap database dan materi penelitian menghambat kemampuan saya untuk melakukan penelitian menyeluruh untuk makalah saya.
Academic Support and Resources,"It's frustrating to not have access to the latest technology and software, especially when it's required for certain classes.",20,3.86,1,1,F,"Sungguh membuat frustrasi karena tidak memiliki akses terhadap teknologi dan perangkat lunak terkini, terutama jika hal itu diperlukan untuk kelas-kelas tertentu."
Academic Support and Resources,The limited access to academic resources is preventing me from fully engaging in my studies and reaching my full potential.,18,1.45,1,1,F,Terbatasnya akses terhadap sumber daya akademis menghalangi saya untuk sepenuhnya terlibat dalam studi dan mencapai potensi penuh saya.
Academic Support and Resources,I am finding it difficult to complete my assignments due to the limited access to technology and software I need.,16,2.45,1,1,F,Saya kesulitan menyelesaikan tugas karena terbatasnya akses terhadap teknologi dan software yang saya perlukan.
Academic Support and Resources,"Limited access to academic resources is causing unnecessary stress and anxiety, which is negatively affecting my academic performance.",19,3.51,1,1,F,"Terbatasnya akses terhadap sumber daya akademik menyebabkan stres dan kecemasan yang tidak perlu, yang berdampak negatif terhadap kinerja akademik saya."
Academic Support and Resources,"It's frustrating to know that there are research databases and materials that could benefit my studies, but I don't have access to them.",19,0.31,1,1,M,"Sungguh membuat frustrasi mengetahui bahwa ada database dan materi penelitian yang dapat bermanfaat bagi studi saya, namun saya tidak memiliki akses ke sana."
Academic Support and Resources,I wish there were more academic advisors available to guide me through my degree program and help me make the most of my university experience.,25,0.9,1,1,M,Saya berharap ada lebih banyak penasihat akademis yang tersedia untuk membimbing saya melalui program gelar saya dan membantu saya memaksimalkan pengalaman universitas saya.
Academic Support and Resources,The limited course availability is causing scheduling conflicts and making it difficult to plan out my academic path.,19,1.99,1,1,F,Terbatasnya ketersediaan kursus menyebabkan konflik penjadwalan dan menyulitkan perencanaan jalur akademik saya.
Academic Support and Resources,The limited access to technology and software is preventing me from exploring new fields and expanding my knowledge.,26,1.23,1,1,F,Terbatasnya akses terhadap teknologi dan perangkat lunak menghalangi saya untuk mengeksplorasi bidang baru dan memperluas pengetahuan saya.
Academic Support and Resources,I am paying for access to academic resources and it's disappointing that they're not readily available to me.,17,1.74,1,1,M,Saya membayar untuk akses terhadap sumber daya akademis dan sangat mengecewakan karena sumber daya tersebut tidak tersedia bagi saya.
Academic Support and Resources,The limited access to research databases and materials is making it difficult for me to complete my thesis.,25,1.59,1,1,M,Keterbatasan akses terhadap database dan bahan penelitian membuat saya kesulitan dalam menyelesaikan skripsi saya.
Academic Support and Resources,"I wish there were more opportunities to access academic resources, such as extended library hours or online resources.",23,0.7,1,1,F,"Saya berharap ada lebih banyak peluang untuk mengakses sumber daya akademis, seperti jam perpustakaan yang diperpanjang atau sumber daya online."
Academic Support and Resources,The limited access to academic resources is making it difficult to pursue my academic interests and passions.,18,03.08,1,1,F,Keterbatasan akses terhadap sumber daya akademik membuat saya sulit mengejar minat dan passion akademik.
Academic Support and Resources,I am finding it difficult to complete my assignments on time due to the limited access to technology and software.,16,1.28,1,1,M,Saya kesulitan menyelesaikan tugas tepat waktu karena terbatasnya akses terhadap teknologi dan software.
Academic Support and Resources,Limited access to academic resources is preventing me from making the most of my university experience and achieving my academic goals.,21,0.21,1,1,F,Terbatasnya akses terhadap sumber daya akademis menghalangi saya untuk memaksimalkan pengalaman universitas dan mencapai tujuan akademis saya.
Academic Support and Resources,The limited course availability is preventing me from taking the classes I need to complete my degree.,17,3.58,1,1,M,Ketersediaan kursus yang terbatas menghalangi saya untuk mengambil kelas yang saya perlukan untuk menyelesaikan gelar saya.
Academic Support and Resources,I wish there were more academic advisors available to provide guidance and support throughout my university experience.,23,2.44,1,1,M,Saya berharap ada lebih banyak penasihat akademis yang tersedia untuk memberikan bimbingan dan dukungan sepanjang pengalaman saya di universitas.
Academic Support and Resources,The limited access to technology and software is hindering my ability to prepare for my future career.,25,1.94,1,1,M,Keterbatasan akses terhadap teknologi dan perangkat lunak menghambat kemampuan saya untuk mempersiapkan karir masa depan saya.
Academic Support and Resources,Limited access to academic resources is creating a disadvantage for me compared to other students who have greater access.,16,2.99,1,1,F,Keterbatasan akses terhadap sumber daya akademik menimbulkan kerugian bagi saya dibandingkan mahasiswa lain yang memiliki akses lebih besar.
